package,period,downloads,growth_abs,ma_3,ma_6,p95_6
@angular/core,2018-01-01,2585966,467691,2358026,2163534,2531933.75
@angular/core,2018-02-01,2523632,-62334,2409291,2275273,2570382.5
@angular/core,2018-03-01,2862202,338570,2657266.6666666665,2438135.1666666665,2793143
@angular/core,2018-04-01,2618252,-243950,2668028.6666666665,2513027.3333333335,2801214.5
@angular/core,2018-05-01,3179610,561358,2886688,2647989.5,3100258
@angular/core,2018-06-01,3110572,-69038,2969478,2813372.3333333335,3162350.5
@angular/core,2018-07-01,3433279,322707,3241153.6666666665,2954591.1666666665,3369861.75
@angular/core,2018-08-01,4107825,674546,3550558.6666666665,3218623.3333333335,3939188.5
@angular/core,2018-09-01,3785735,-322090,3775613,3372545.5,4027302.5
@angular/core,2018-10-01,4079134,293399,3990898,3616025.8333333335,4100652.25
@angular/core,2018-11-01,4072219,-6915,3979029.3333333335,3764794,4100652.25
@angular/core,2018-12-01,3606818,-465401,3919390.3333333335,3847501.6666666665,4100652.25
@angular/core,2019-01-01,4343267,736449,4007434.6666666665,3999166.3333333335,4284406.5
@angular/core,2019-02-01,4334171,-9096,4094752,4036890.6666666665,4340993
@angular/core,2019-03-01,4657378,323207,4444938.666666667,4182164.5,4578850.25
@angular/core,2019-04-01,4633421,-23957,4541656.666666667,4274545.666666667,4651388.75
@angular/core,2019-05-01,4797688,164267,4696162.333333333,4395457.166666667,4762610.5
@angular/core,2019-06-01,4633593,-164095,4688234,4566586.333333333,4762610.5
@angular/core,2019-07-01,5140042,506449,4857107.666666667,4699382.166666667,5054453.5
@angular/core,2019-08-01,5040706,-99336,4938113.666666667,4817138,5115208
@angular/core,2019-09-01,5256548,215842,5145765.333333333,4916999.666666667,5227421.5
@angular/core,2019-10-01,5982276,725728,5426510,5141808.833333333,5800844
@angular/core,2019-11-01,5633371,-348905,5624065,5281089.333333333,5895049.75
@angular/core,2019-12-01,4892260,-741111,5502635.666666667,5324200.5,5895049.75
@angular/core,2020-01-01,5621025,728765,5382218.666666667,5404364.333333333,5895049.75
@angular/core,2020-02-01,6003104,382079,5505463,5564764,5997897
@angular/core,2020-03-01,6933219,930115,6185782.666666667,5844209.166666667,6700690.25
@angular/core,2020-04-01,6814188,-119031,6583503.666666667,5982861.166666667,6903461.25
@angular/core,2020-05-01,6637873,-176315,6795093.333333333,6150278.166666667,6903461.25
@angular/core,2020-06-01,6619260,-18613,6690440.333333333,6438111.5,6903461.25
@angular/core,2020-07-01,7657610,1038350,6971581,6777542.333333333,7476512.25
@angular/core,2020-08-01,7504543,-153067,7260471,7027782.166666667,7619343.25
@angular/core,2020-09-01,8239096,734553,7800416.333333333,7245428.333333333,8093724.5
@angular/core,2020-10-01,8861794,622698,8201811,7586696,8706119.5
