metric,framework,model,date,mean,lo80,hi80,lo95,hi95,validation_rmse,is_best
github-stars,Angular,ETS,2026-01-01,350.3587645148005,226.80442378496357,540.9253030744509,180.10944773792792,680.6484890396665,61.8621322933854,TRUE
github-stars,Angular,ETS,2026-02-01,349.52876042377767,222.5625265495738,548.6020007493711,175.1977613523358,696.343774070608,61.8621322933854,TRUE
github-stars,Angular,ETS,2026-03-01,348.86614998001954,218.3580890520054,557.0205563917975,170.32676010643246,713.4612016581628,61.8621322933854,TRUE
github-stars,Angular,ETS,2026-04-01,348.3369483187736,214.231037384038,566.0014183081012,165.55505890956968,731.7084764620241,61.8621322933854,TRUE
github-stars,Angular,ETS,2026-05-01,347.91415119349614,210.20851640891206,575.4023486031217,160.9218315860439,750.8509623477529,61.8621322933854,TRUE
github-stars,Angular,ETS,2026-06-01,347.5762722102726,206.30749356363225,585.1120380133024,156.45111208266255,770.7025046112037,61.8621322933854,TRUE
github-stars,Angular,ETS,2026-07-01,347.30619683137286,202.537276429806,595.0441688084284,152.15573768618032,791.1166296734951,61.8621322933854,TRUE
github-stars,Angular,ETS,2026-08-01,347.0902809729477,198.9016461595693,605.1322957346011,148.0405926638027,811.9788102839,61.8621322933854,TRUE
github-stars,Angular,ETS,2026-09-01,346.91763968185796,195.40054109343205,615.3256136051609,144.1051157147814,833.1999756902059,61.8621322933854,TRUE
github-stars,Angular,ETS,2026-10-01,346.7795843196422,192.03132749809413,625.5855435861171,140.34516166310354,854.7112096827847,61.8621322933854,TRUE
github-stars,Angular,ETS,2026-11-01,346.66917628941616,188.78972932566637,635.8830208633143,136.75434414049542,876.4594870016011,61.8621322933854,TRUE
github-stars,Angular,ETS,2026-12-01,346.5808725558136,185.67049224701236,646.196359276726,133.32498161521036,898.4042769552885,61.8621322933854,TRUE
github-stars,Angular,ETS,2027-01-01,346.51024368057875,182.66784791816386,656.5095795576768,130.04874986791694,920.5148529432881,61.8621322933854,TRUE
github-stars,Angular,ETS,2027-02-01,346.4537492846302,179.77583167142964,666.8111049234147,126.9171219982023,942.7681680615303,61.8621322933854,TRUE
github-stars,Angular,ETS,2027-03-01,346.4085590773244,176.9884945598473,677.0927453690034,123.9216572032941,965.147180738811,61.8621322933854,TRUE
github-stars,Angular,ETS,2027-04-01,346.37241010076946,174.3000403419696,687.3489077573671,121.05418340904583,987.6395363837573,61.8621322933854,TRUE
github-stars,Angular,ETS,2027-05-01,346.34349279377955,171.7049098252966,697.5759820506897,118.30690636250009,1010.2365299256782,61.8621322933854,TRUE
github-stars,Angular,ETS,2027-06-01,346.32036001425183,169.1978287744984,707.7718647707234,115.67246847871274,1032.9322897109962,61.8621322933854,TRUE
github-stars,Angular,ETS,2027-07-01,346.301854366166,166.77383097725496,717.9355893204215,113.14397391645689,1055.7231357693884,61.8621322933854,TRUE
github-stars,Angular,ETS,2027-08-01,346.2870501306545,164.42826468807047,728.067039516308,110.71499143640736,1078.607075448838,61.8621322933854,TRUE
github-stars,Angular,ETS,2027-09-01,346.2752068550314,162.15678823175162,738.1667279261575,108.37954307788799,1101.5834073042968,61.8621322933854,TRUE
